0NlGoUyOJSuSHmngoibVAs,1fXiYSWmkKJfRKMegCkI11,All I Want,I Will Wait,0.21
1SN1vSPsr4V4tIUTR3s8YW,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Fast Car,1.0
