track_name,track_id,genre
Izzo (H.O.V.A.),4h5KBcltGefua73AUPYps7,chipmunk soul
Oh Boy,4X1odWLrLSSahaK6Hi15AA,chipmunk soul
Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,chipmunk soul
Lonely,4v7DCN09hgXkKazefkznDQ,chipmunk soul
Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,chipmunk soul
