track_name,track_id,genre
Cleanin' Out My Closet,7BMO7O7ImjV8HNTH74Tshv,hardcore hip hop
Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,hardcore hip hop
Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,hardcore hip hop
Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,hardcore hip hop
