track_id,playlist_url,year,track_name,track_popularity,album,artist_id,artist_name,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
6naxalmIoLFWR0siv8dnQQ,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Oops!...I Did It Again",81,"Oops!... I Did It Again",26dSoYclwsYLMAKD3tpOr4,"Britney Spears",81,751,834,1,-5444,0,437,3,177,355,894,95053,211160,4,"teen pop"
6naxalmIoLFWR0siv8dnQQ,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Oops!...I Did It Again",81,"Oops!... I Did It Again",26dSoYclwsYLMAKD3tpOr4,"Britney Spears",81,751,834,1,-5444,0,437,3,177,355,894,95053,211160,4,dance-pop
2m1hi0nfMR9vdGC8UcrnwU,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"All The Small Things",83,"Enema Of The State",6FBDaR13swtiWwGhX1WQsP,blink-182,79,434,897,0,-4918,1,488,103,0,612,684,148726,167067,4,"pop rock"
2m1hi0nfMR9vdGC8UcrnwU,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"All The Small Things",83,"Enema Of The State",6FBDaR13swtiWwGhX1WQsP,blink-182,79,434,897,0,-4918,1,488,103,0,612,684,148726,167067,4,"power pop"
2m1hi0nfMR9vdGC8UcrnwU,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"All The Small Things",83,"Enema Of The State",6FBDaR13swtiWwGhX1WQsP,blink-182,79,434,897,0,-4918,1,488,103,0,612,684,148726,167067,4,pop-punk
3y4LxiYMgDl4RethdzpmNe,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Breathe,66,Breathe,25NQNriVT2YbSW80ILRWJa,"Faith Hill",62,529,496,7,-9007,1,29,173,0,251,278,136859,250547,4,"country pop"
0v1XpBHnsbkCn7iJ9Ucr1l,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"It's My Life",81,Crush,58lV9VcRSjABbAbfWS6skp,"Bon Jovi",79,551,913,0,-4063,0,466,263,135,347,544,119992,224493,4,"alternative rock"
0v1XpBHnsbkCn7iJ9Ucr1l,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"It's My Life",81,Crush,58lV9VcRSjABbAbfWS6skp,"Bon Jovi",79,551,913,0,-4063,0,466,263,135,347,544,119992,224493,4,"arena rock"
0v1XpBHnsbkCn7iJ9Ucr1l,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"It's My Life",81,Crush,58lV9VcRSjABbAbfWS6skp,"Bon Jovi",79,551,913,0,-4063,0,466,263,135,347,544,119992,224493,4,"pop rock"
62bOmKYxYg7dhrC6gH9vFn,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Bye Bye Bye",75,"No Strings Attached",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,70,61,926,8,-4843,0,479,31,12,821,861,172638,200400,4,dance-pop
5Mmk2ii6laakqfeCT7OnVD,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Thong Song",71,"Unleash The Dragon",6x9QLdzo6eBZxJ1bHsDkjg,Sisqo,58,706,888,2,-6959,1,654,119,964,7,714,121549,253733,4,"pop rap"
5Mmk2ii6laakqfeCT7OnVD,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Thong Song",71,"Unleash The Dragon",6x9QLdzo6eBZxJ1bHsDkjg,Sisqo,58,706,888,2,-6959,1,654,119,964,7,714,121549,253733,4,"contemporary r&b"
3yfqSUWxFvZELEM4PmlwIR,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"The Real Slim Shady",87,"The Marshall Mathers LP",7dGJo4pcD2V6oG8kP0tJRR,Eminem,90,949,661,5,-4244,0,572,302,0,454,76,104504,284200,4,"comedy hip hop"
7oQSevUCbYs4QawXTHQVV1,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Rock DJ",56,"Sing When You're Winning",2HcwFjNelS49kFbfvMxQYw,"Robbie Williams",71,712,762,7,-4307,1,326,26,0,981,842,103032,260560,4,nu-disco
7oQSevUCbYs4QawXTHQVV1,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Rock DJ",56,"Sing When You're Winning",2HcwFjNelS49kFbfvMxQYw,"Robbie Williams",71,712,762,7,-4307,1,326,26,0,981,842,103032,260560,4,dance-pop
7H6ev70Weq6DdpZyyTmUXk,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Say My Name",81,"The Writing's On The Wall",1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,713,678,5,-3525,0,102,273,0,149,734,138009,271333,4,"pop music"
7H6ev70Weq6DdpZyyTmUXk,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Say My Name",81,"The Writing's On The Wall",1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,713,678,5,-3525,0,102,273,0,149,734,138009,271333,4,"contemporary r&b"
3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Yellow,90,Parachutes,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,429,661,11,-7227,1,281,239,121,234,285,173372,266773,4,post-britpop
3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Yellow,90,Parachutes,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,429,661,11,-7227,1,281,239,121,234,285,173372,266773,4,"pop rock"
3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Yellow,90,Parachutes,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,429,661,11,-7227,1,281,239,121,234,285,173372,266773,4,"alternative rock"
60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"In the End",88,"Hybrid Theory (Bonus Edition)",6XyY86QOPPrYVGvF9ch6wz,"Linkin Park",86,556,864,3,-587,0,584,958,0,209,4,105143,216880,4,"alternative rock"
60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"In the End",88,"Hybrid Theory (Bonus Edition)",6XyY86QOPPrYVGvF9ch6wz,"Linkin Park",86,556,864,3,-587,0,584,958,0,209,4,105143,216880,4,"rap rock"
60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"In the End",88,"Hybrid Theory (Bonus Edition)",6XyY86QOPPrYVGvF9ch6wz,"Linkin Park",86,556,864,3,-587,0,584,958,0,209,4,105143,216880,4,"nu metal"
6ZOBP3NvffbU4SZcrnt1k6,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Kryptonite,82,"The Better Life",2RTUTCvo6onsAnheUk3aL9,"3 Doors Down",71,545,865,11,-5708,0,286,664,11,168,543,99009,233933,4,post-grunge
4LwU4Vp6od3Sb08CsP99GC,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"The Next Episode",81,2001,6DPYiyq5kWVQS4RGwxzPC7,"Dr. Dre",79,922,909,10,-2429,0,27,281,0,856,309,95295,161507,4,"gangsta rap"
64BbK9SFKH2jk86U3dGj2P,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Otherside,81,"Californication (Deluxe Edition)",0L8ExT028jH3ddEcZwqJJ5,"Red Hot Chili Peppers",82,458,795,0,-3265,1,574,316,202,756,513,123229,255373,4,"alternative rock"
49X0LAl6faAusYq02PRAY6,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Lady - Hear Me Tonight",80,"Modjo (Remastered)",0AkpPlFLnr0VQwZQeMGht0,Modjo,63,72,808,6,-5627,1,379,793,293,634,869,126041,307154,4,disco
49X0LAl6faAusYq02PRAY6,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Lady - Hear Me Tonight",80,"Modjo (Remastered)",0AkpPlFLnr0VQwZQeMGht0,Modjo,63,72,808,6,-5627,1,379,793,293,634,869,126041,307154,4,"french house"
5XVjNRubJUW0iPhhSWpLCj,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Better Off Alone",79,"Who Needs Guitars Anyway?",2tbvDi9eXf9XXp06LupkED,"Alice Deejay",62,671,882,8,-6149,0,552,181,667,285,787,136955,214883,4,"trance music"
5XVjNRubJUW0iPhhSWpLCj,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Better Off Alone",79,"Who Needs Guitars Anyway?",2tbvDi9eXf9XXp06LupkED,"Alice Deejay",62,671,882,8,-6149,0,552,181,667,285,787,136955,214883,4,eurodance
25FTMokYEbEWHEdss5JLZS,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Teenage Dirtbag",78,Wheatus,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,63,625,85,4,-3904,1,495,346,233,174,633,94661,241667,4,"pop punk"
25FTMokYEbEWHEdss5JLZS,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Teenage Dirtbag",78,Wheatus,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,63,625,85,4,-3904,1,495,346,233,174,633,94661,241667,4,"alternative pop"
25FTMokYEbEWHEdss5JLZS,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Teenage Dirtbag",78,Wheatus,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,63,625,85,4,-3904,1,495,346,233,174,633,94661,241667,4,"pop rock"
1ZozJfi8u9cO2Ob8KwiwNT,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Higher,77,"Human Clay",43sZBwHjahUvgbx1WNIkIz,Creed,70,459,83,2,-6254,1,364,515,14,206,431,155827,316733,4,"alternative rock"
1ZozJfi8u9cO2Ob8KwiwNT,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Higher,77,"Human Clay",43sZBwHjahUvgbx1WNIkIz,Creed,70,459,83,2,-6254,1,364,515,14,206,431,155827,316733,4,"hard rock"
1ZozJfi8u9cO2Ob8KwiwNT,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Higher,77,"Human Clay",43sZBwHjahUvgbx1WNIkIz,Creed,70,459,83,2,-6254,1,364,515,14,206,431,155827,316733,4,post-grunge
52LJ3hyknOijCrE5gCD0rE,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"L'Amour Toujours",76,"L'Amour Toujours",1OAjDaKgg00KCUYqDe68un,"Gigi D'Agostino",69,638,877,7,-4449,1,302,771,221,364,743,139052,242053,4,eurodance
52LJ3hyknOijCrE5gCD0rE,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"L'Amour Toujours",76,"L'Amour Toujours",1OAjDaKgg00KCUYqDe68un,"Gigi D'Agostino",69,638,877,7,-4449,1,302,771,221,364,743,139052,242053,4,"italo dance"
3XKIUb7HzIF1Vu9usunMzc,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Maria Maria (feat. The Product G&B)",75,"Supernatural (Remastered)",6GI52t8N5F02MxU0g5U69P,Santana,70,777,601,2,-5931,1,126,406,201,348,68,97911,261973,4,"hip hop music"
35o9a4iAfLl5jRmqMX9c1D,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Shape of My Heart",73,"Black & Blue",5rSXSAkZ67PYJSvpUpkOr7,"Backstreet Boys",75,575,786,9,-4353,1,296,252,0,159,518,96102,230093,4,"pop music"
6Sy9BUbgFse0n0LPA5lwy5,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Sandstorm,71,"Before the Storm, Special Edition",0LhHRmSd1EYM5QdNeNnCoQ,Darude,59,528,965,11,-7984,0,465,141,985,797,587,136065,225493,4,"trance music"
6Sy9BUbgFse0n0LPA5lwy5,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Sandstorm,71,"Before the Storm, Special Edition",0LhHRmSd1EYM5QdNeNnCoQ,Darude,59,528,965,11,-7984,0,465,141,985,797,587,136065,225493,4,eurodance
4pmc2AxSEq6g7hPVlJCPyP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Jumpin', Jumpin'",71,"The Writing's On The Wall",1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,771,685,1,-4639,1,567,543,157,537,683,88997,230200,4,"contemporary r&b"
4pmc2AxSEq6g7hPVlJCPyP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Jumpin', Jumpin'",71,"The Writing's On The Wall",1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,771,685,1,-4639,1,567,543,157,537,683,88997,230200,4,"dance music"
4pmc2AxSEq6g7hPVlJCPyP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Jumpin', Jumpin'",71,"The Writing's On The Wall",1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,771,685,1,-4639,1,567,543,157,537,683,88997,230200,4,"pop music"
0gPQTLaqHDgdupKEok7J2x,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"7 Days",71,"Born to Do It",2JyWXPbkqI5ZJa3gwqVa0c,"Craig David",64,659,812,4,-7499,0,487,23,0,951,888,83014,235133,4,r&b
0LWkaEyQRkF0XAms8Bg1fC,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Party Up",71,"...And Then There Was X",1HwM5zlC5qNWhJtM00yXzG,DMX,71,51,931,11,-3302,1,347,738,0,5,53,201936,268867,4,"hardcore hip-hop"
0LWkaEyQRkF0XAms8Bg1fC,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Party Up",71,"...And Then There Was X",1HwM5zlC5qNWhJtM00yXzG,DMX,71,51,931,11,-3302,1,347,738,0,5,53,201936,268867,4,"east coast hip-hop"
0LWkaEyQRkF0XAms8Bg1fC,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Party Up",71,"...And Then There Was X",1HwM5zlC5qNWhJtM00yXzG,DMX,71,51,931,11,-3302,1,347,738,0,5,53,201936,268867,4,hip-hop
7m97yKVzPpXV9Z4ezEziOD,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Big Pimpin'",71,"Vol. 3... Life And Times Of S. Carter",3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,84,88,814,11,-6307,0,14,168,672,584,942,138083,283067,4,"southern hip-hop"
2AW37v0bDyuOzGP3XnmFuA,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"It's Gonna Be Me",71,"No Strings Attached",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,70,636,873,0,-4672,0,71,407,127,372,908,165071,192427,4,"contemporary r&b"
2AW37v0bDyuOzGP3XnmFuA,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"It's Gonna Be Me",71,"No Strings Attached",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,70,636,873,0,-4672,0,71,407,127,372,908,165071,192427,4,"pop music"
5OQGeJ1ceykovrykZsGhqL,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Breathless,71,"In Blue",1VbWUxZTRNY2gw3qZ1tg9W,"The Corrs",61,607,82,11,-7754,1,597,541,68,269,768,126988,207507,4,"pop music"
2AogRMqARWyUP7VQ3gmSoY,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Can't Fight The Moonlight",70,"I Need You",2d3VHzlOEwXvmBdS4pzOPL,"LeAnn Rimes",61,628,834,6,-6341,0,497,403,0,51,626,97865,215507,4,"pop music"
3BsaRV5QIulYz2lV9WWa8T,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Show Me the Meaning of Being Lonely",69,Millennium,5rSXSAkZ67PYJSvpUpkOr7,"Backstreet Boys",75,63,625,6,-5088,0,252,231,0,765,683,167998,234960,4,"latin pop"
3BsaRV5QIulYz2lV9WWa8T,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Show Me the Meaning of Being Lonely",69,Millennium,5rSXSAkZ67PYJSvpUpkOr7,"Backstreet Boys",75,63,625,6,-5088,0,252,231,0,765,683,167998,234960,4,"contemporary r&b"
3BsaRV5QIulYz2lV9WWa8T,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Show Me the Meaning of Being Lonely",69,Millennium,5rSXSAkZ67PYJSvpUpkOr7,"Backstreet Boys",75,63,625,6,-5088,0,252,231,0,765,683,167998,234960,4,"pop music"
6qc34bnVOyqGDPni8H5W0U,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Amazed,69,"Lonely Grill",3qbnxnvUqR14MJ9g8QwZJK,Lonestar,58,561,543,1,-8498,1,324,26,0,124,243,139803,240867,4,"country music"
6Wnlq1Pu3I0BajLvxn05Vr,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Try Again",68,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,67,794,662,6,-4913,0,249,789,0,937,683,93053,284640,4,dance-pop
6Wnlq1Pu3I0BajLvxn05Vr,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Try Again",68,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,67,794,662,6,-4913,0,249,789,0,937,683,93053,284640,4,"electro (music)"
6Wnlq1Pu3I0BajLvxn05Vr,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Try Again",68,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,67,794,662,6,-4913,0,249,789,0,937,683,93053,284640,4,"contemporary r&b"
0eKyHwckh9vQb8ncZ2DXCs,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"With Arms Wide Open",68,"Human Clay",43sZBwHjahUvgbx1WNIkIz,Creed,70,41,539,0,-8412,1,302,425,89,117,141,138852,274800,4,post-grunge
1m2xMsxbtxv21Brome189p,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"I Wanna Know",68,"My Name Is Joe",3zTOe1BtyTkwNvYZOxXktX,Joe,64,725,487,8,-5959,0,368,26,109,431,599,136086,296693,4,"contemporary r&b"
2TTYIwTM2iLC1YOyHuhRMt,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Lucky,68,"Oops!... I Did It Again",26dSoYclwsYLMAKD3tpOr4,"Britney Spears",81,765,791,8,-5707,1,317,262,154,669,966,95026,206227,4,"teen pop"
2TTYIwTM2iLC1YOyHuhRMt,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,Lucky,68,"Oops!... I Did It Again",26dSoYclwsYLMAKD3tpOr4,"Britney Spears",81,765,791,8,-5707,1,317,262,154,669,966,95026,206227,4,"bubblegum pop"
1VuBmEauSZywQVtqbxNqka,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Beautiful Day",67,"All That You Can't Leave Behind",51Blml2LZPmy7TTiAg47vQ,U2,78,539,926,2,-6495,1,499,14,136,36,454,136279,246400,4,"rock music"
7f1Dmr246cJ9uQYdbplTbh,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"He Wasn't Man Enough",67,"The Heat",3X458ddYA2YcVWuVIGGOYe,"Toni Braxton",63,739,947,11,-1916,0,411,916,314,326,766,88009,261933,4,"contemporary r&b"
46n2EGFnPC3tzWCN1Aqe26,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"This I Promise You",67,"No Strings Attached",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,70,55,587,2,-6279,1,329,354,0,128,466,165975,284760,4,"pop music"
46n2EGFnPC3tzWCN1Aqe26,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"This I Promise You",67,"No Strings Attached",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,70,55,587,2,-6279,1,329,354,0,128,466,165975,284760,4,"contemporary r&b"
0ZqveF2rEFlz2oqF2xrriP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"The Riddle",67,"L'Amour Toujours",1OAjDaKgg00KCUYqDe68un,"Gigi D'Agostino",69,74,876,6,-687,0,369,173,152,785,825,127002,285427,4,"new wave music"
0ZqveF2rEFlz2oqF2xrriP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"The Riddle",67,"L'Amour Toujours",1OAjDaKgg00KCUYqDe68un,"Gigi D'Agostino",69,74,876,6,-687,0,369,173,152,785,825,127002,285427,4,"pop rock"
1H5tvpoApNDxvxDexoaAUo,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Who Let The Dogs Out",66,"Who Let The Dogs Out",67FFKYikvTlvsPNk4NPOYJ,"Baha Men",50,869,887,0,-4505,1,993,605,0,148,784,129221,198400,4,breakbeat
1H5tvpoApNDxvxDexoaAUo,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Who Let The Dogs Out",66,"Who Let The Dogs Out",67FFKYikvTlvsPNk4NPOYJ,"Baha Men",50,869,887,0,-4505,1,993,605,0,148,784,129221,198400,4,"soca music"
1H5tvpoApNDxvxDexoaAUo,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Who Let The Dogs Out",66,"Who Let The Dogs Out",67FFKYikvTlvsPNk4NPOYJ,"Baha Men",50,869,887,0,-4505,1,993,605,0,148,784,129221,198400,4,"miami bass"
69XUpOpjzDKcfdxqZebGiI,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Independent Women, Pt. 1",66,Survivor,1Y8cdNmUJH7yBTd9yOvr5i,"Destiny's Child",72,73,602,6,-3782,0,206,362,369,169,927,97954,221133,4,r&b
3mNecsYFb6LQg7822DPXCP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Absolutely (Story of a Girl) - Radio Mix",66,"The Madding Crowd",306JHpIRGVaQd6OltnOzUO,"Nine Days",49,481,94,7,-5204,1,66,891,0,939,66,96493,189333,4,"jangle pop"
3mNecsYFb6LQg7822DPXCP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Absolutely (Story of a Girl) - Radio Mix",66,"The Madding Crowd",306JHpIRGVaQd6OltnOzUO,"Nine Days",49,481,94,7,-5204,1,66,891,0,939,66,96493,189333,4,"pop rock"
3mNecsYFb6LQg7822DPXCP,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Absolutely (Story of a Girl) - Radio Mix",66,"The Madding Crowd",306JHpIRGVaQd6OltnOzUO,"Nine Days",49,481,94,7,-5204,1,66,891,0,939,66,96493,189333,4,"power pop"
7A0apkTSTvMbSI7yplcmlh,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Come on over Baby (All I Want Is You) - Radio Version",64,"Christina Aguilera (Expanded Edition)",1l7ZsJRRS8wlW3WfJfPfNS,"Christina Aguilera",78,829,915,8,-3205,1,106,226,125,246,779,118903,203333,4,dance-pop
7A0apkTSTvMbSI7yplcmlh,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Come on over Baby (All I Want Is You) - Radio Version",64,"Christina Aguilera (Expanded Edition)",1l7ZsJRRS8wlW3WfJfPfNS,"Christina Aguilera",78,829,915,8,-3205,1,106,226,125,246,779,118903,203333,4,"bubblegum pop"
65B1tEOv5W294uCKbmEcFV,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"I Hope You Dance",64,"I Hope You Dance",738OS3zrCO782uDiUN9pet,"Lee Ann Womack",55,385,443,7,-9627,0,295,632,0,898,275,151278,294533,4,"country pop"
6q4aoWgTQ8td2AvqQXuFqm,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Take A Picture",64,"Title Of Record (Expanded Edition)",01WjpKiWVNurV5hjIadB8C,Filter,54,541,776,2,-8042,1,298,147,221,178,282,98986,363800,4,"alternative rock"
046MBhhgQJJghnbgZCkaAR,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"I Need You",63,"I Need You",2d3VHzlOEwXvmBdS4pzOPL,"LeAnn Rimes",61,478,736,7,-7124,1,367,2,958,118,564,144705,229827,4,"contemporary christian music"
046MBhhgQJJghnbgZCkaAR,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"I Need You",63,"I Need You",2d3VHzlOEwXvmBdS4pzOPL,"LeAnn Rimes",61,478,736,7,-7124,1,367,2,958,118,564,144705,229827,4,"country pop"
7JKEA8xYDoFp4q0QBW2PGg,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Shackles (Praise You)",63,"Go Get It",12Kgt2eahvxNWhD5PnSUde,"Mary Mary",53,779,834,7,-2773,1,162,343,0,886,8,10046,198347,4,"contemporary r&b"
7JKEA8xYDoFp4q0QBW2PGg,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Shackles (Praise You)",63,"Go Get It",12Kgt2eahvxNWhD5PnSUde,"Mary Mary",53,779,834,7,-2773,1,162,343,0,886,8,10046,198347,4,"urban contemporary gospel"
1sjrDQXqAa9V07FjKIlAQ4,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Hemorrhage (In My Hands)",62,"Something Like Human",0EyuKHE1AeE9lWUF8mzKVp,Fuel,55,301,823,1,-4072,1,433,144,309,833,372,152017,236867,4,post-grunge
4cKGldbhGJniI8BrB3K6tb,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Everything You Want",62,"Everything You Want",6Hizgjo92FnMp8wGaRUNTn,"Vertical Horizon",51,636,761,3,-6389,0,306,517,0,642,736,93896,257067,4,"alternative rock"
4cKGldbhGJniI8BrB3K6tb,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Everything You Want",62,"Everything You Want",6Hizgjo92FnMp8wGaRUNTn,"Vertical Horizon",51,636,761,3,-6389,0,306,517,0,642,736,93896,257067,4,"soft rock"
4cKGldbhGJniI8BrB3K6tb,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"Everything You Want",62,"Everything You Want",6Hizgjo92FnMp8wGaRUNTn,"Vertical Horizon",51,636,761,3,-6389,0,306,517,0,642,736,93896,257067,4,"pop rock"
5bGmuxShUba9maPswDnhCs,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"What a Girl Wants",64,"Christina Aguilera (Expanded Edition)",1l7ZsJRRS8wlW3WfJfPfNS,"Christina Aguilera",78,754,819,0,-6833,1,112,684,0,345,818,142137,215800,4,"contemporary r&b"
5bGmuxShUba9maPswDnhCs,https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,"What a Girl Wants",64,"Christina Aguilera (Expanded Edition)",1l7ZsJRRS8wlW3WfJfPfNS,"Christina Aguilera",78,754,819,0,-6833,1,112,684,0,345,818,142137,215800,4,"teen pop"
